id,input_text,output_text,direction,tone,audience,cultural_context
261,Apani kemana achena? Onek din por dekha holo,How are you? It's been so long since we met,banglish_to_english,warm,diaspora_reunions,reconnecting_conversations
262,The iftar invitation came at the perfect time,Iftar er dawat ta khub perfect shomoy e esheche,english_to_banglish,grateful,cultural_participants,ramadan_social_connections
263,"Dhan'yabada for helping me with my visa paperwork, bhai","Thank you for helping me with my visa paperwork, brother",banglish_to_english,appreciative,expat_assistance,bureaucratic_help_gratitude
264,Where can I find authentic Bangladeshi restaurants here?,Ekhane authentic Bangladeshi restaurant kothay pabo?,english_to_banglish,searching,diaspora_food_seekers,cultural_food_nostalgia
265,Tumi ki ekhane thako? Ami just moved to this neighborhood,Do you live here? I just moved to this neighborhood,banglish_to_english,friendly,new_residents,community_integration
266,The monsoon has made all the streets completely flooded,Brishti te shob rasta gulo pani te bhore gese,english_to_banglish,descriptive,weather_observers,dhaka_monsoon_challenges
267,Ami kinate ca'i ekta lungi for my father back home,I want to buy a lungi for my father back home,banglish_to_english,shopping,cultural_gift_buyers,traditional_clothing_nostalgia
268,The morning azaan echoes beautifully across the old quarter,Shokal er azaan puran moholla jure khub sundor bhabe shona jay,english_to_banglish,appreciative,spiritual_observers,traditional_dhaka_atmosphere
269,"Apanake aneka dhan'yabada for the wedding invitation, khala","Thank you so much for the wedding invitation, aunt",banglish_to_english,formal_grateful,extended_family_events,bengali_wedding_culture
270,This street food reminds me exactly of Dhaka's lanes,Ei street food dekhe amar Dhaka er goli gular kotha mone pore,english_to_banglish,nostalgic,diaspora_food_memories,cultural_taste_connections
271,Kothaya ekati suparamarketa? Ami groceries kinte chai,Where is a supermarket? I want to buy groceries,banglish_to_english,practical,daily_shopping,everyday_expat_needs
272,The rickshaw ride through Old Dhaka was absolutely magical,Puran Dhaka diye rickshaw e ghora ta ekdom jadur moto chilo,english_to_banglish,enchanted,cultural_tourists,heritage_dhaka_experience
273,Tumi ki karacho ajke? Cholbe ekta cha er jonno?,What are you doing today? Want to go for some tea?,banglish_to_english,casual_inviting,friend_meetups,social_tea_culture
